"country","iso3c","Country Name","Year","GDP Growth","neg_growth","iso2c","status","lastupdated","SP.POP.TOTL","region","capital","longitude","latitude","income","lending","GDP Growth Avg (2010-19)"
"East Asia and Pacific","EAS","East Asia and Pacific",2020,1.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142874782552167
"East Asia and Pacific","EAS","East Asia and Pacific",2021,7.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142874782552167
"East Asia and Pacific","EAS","East Asia and Pacific",2022,3.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142874782552167
"East Asia and Pacific","EAS","East Asia and Pacific",2023,4.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142874782552167
"East Asia and Pacific","EAS","East Asia and Pacific",2024,4.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142874782552167
"Europe and Central Asia","ECS","Europe and Central Asia",2020,-1.7,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899653475099797
"Europe and Central Asia","ECS","Europe and Central Asia",2021,6.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899653475099797
"Europe and Central Asia","ECS","Europe and Central Asia",2022,0.2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899653475099797
"Europe and Central Asia","ECS","Europe and Central Asia",2023,0.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899653475099797
"Europe and Central Asia","ECS","Europe and Central Asia",2024,2.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.899653475099797
"Latin America and the Caribbean","LCN","Latin America and the Caribbean",2020,-6.2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229303083150333
"Latin America and the Caribbean","LCN","Latin America and the Caribbean",2021,6.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229303083150333
"Latin America and the Caribbean","LCN","Latin America and the Caribbean",2022,3.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229303083150333
"Latin America and the Caribbean","LCN","Latin America and the Caribbean",2023,1.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229303083150333
"Latin America and the Caribbean","LCN","Latin America and the Caribbean",2024,2.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.229303083150333
"Middle East and North Africa","MEA","Middle East and North Africa",2020,-3.6,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.014009308851295
"Middle East and North Africa","MEA","Middle East and North Africa",2021,3.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.014009308851295
"Middle East and North Africa","MEA","Middle East and North Africa",2022,5.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.014009308851295
"Middle East and North Africa","MEA","Middle East and North Africa",2023,3.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.014009308851295
"Middle East and North Africa","MEA","Middle East and North Africa",2024,2.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.014009308851295
"South Asia","SAS","South Asia",2020,-4.5,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2734334976755575
"South Asia","SAS","South Asia",2021,7.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2734334976755575
"South Asia","SAS","South Asia",2022,6.1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2734334976755575
"South Asia","SAS","South Asia",2023,5.5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2734334976755575
"South Asia","SAS","South Asia",2024,5.8,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2734334976755575
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2020,-2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2021,4.3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2022,3.4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2023,3.6,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4653045447105457
"Sub-Saharan Africa","SSF","Sub-Saharan Africa",2024,3.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4653045447105457
"World (WBG members)","WLT","World (WBG members)",2020,-3.2,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160060688728191
"World (WBG members)","WLT","World (WBG members)",2021,5.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160060688728191
"World (WBG members)","WLT","World (WBG members)",2022,2.9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160060688728191
"World (WBG members)","WLT","World (WBG members)",2023,1.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160060688728191
"World (WBG members)","WLT","World (WBG members)",2024,2.7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.160060688728191
"East Asia & Pacific","EAS","East Asia and Pacific",1961,3.77635723228099,FALSE,"Z4","","2022-12-22",1045203037,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1995,5.66872802325594,FALSE,"Z4","","2022-12-22",1940892820,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1994,5.23701352900083,FALSE,"Z4","","2022-12-22",1917553356,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1999,3.73364972780317,FALSE,"Z4","","2022-12-22",2028993034,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1962,5.49186706292922,FALSE,"Z4","","2022-12-22",1059600211,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1998,0.447843030025965,FALSE,"Z4","","2022-12-22",2008680261,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2004,5.86708910547335,FALSE,"Z4","","2022-12-22",2116651449,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1976,4.25754402714995,FALSE,"Z4","","2022-12-22",1464087148,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1977,5.42281231871868,FALSE,"Z4","","2022-12-22",1486953865,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1978,5.79801941090139,FALSE,"Z4","","2022-12-22",1510060320,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1979,5.91494466743742,FALSE,"Z4","","2022-12-22",1533514709,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1980,3.78656142258819,FALSE,"Z4","","2022-12-22",1556403010,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1996,5.61958864772424,FALSE,"Z4","","2022-12-22",1964042971,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1997,4.0544847087214,FALSE,"Z4","","2022-12-22",1986768093,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1983,4.42727608468452,FALSE,"Z4","","2022-12-22",1631735726,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1984,6.16005098968499,FALSE,"Z4","","2022-12-22",1656258164,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1985,5.70025213662655,FALSE,"Z4","","2022-12-22",1681267266,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1986,4.92477499713306,FALSE,"Z4","","2022-12-22",1707611028,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1974,0.879557732080201,FALSE,"Z4","","2022-12-22",1413718269,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1975,3.70488579519571,FALSE,"Z4","","2022-12-22",1439944265,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1989,5.15125721096558,FALSE,"Z4","","2022-12-22",1791156275,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1990,5.06970601468393,FALSE,"Z4","","2022-12-22",1818247576,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1991,4.85256209542524,FALSE,"Z4","","2022-12-22",1844603995,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1992,4.2359307771344,FALSE,"Z4","","2022-12-22",1869453624,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1993,4.20082036826655,FALSE,"Z4","","2022-12-22",1893594516,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2007,7.46728778706076,FALSE,"Z4","","2022-12-22",2164155292,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2008,4.38605522630114,FALSE,"Z4","","2022-12-22",2179914111,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2009,2.55996353542018,FALSE,"Z4","","2022-12-22",2195169711,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2010,7.60930266076711,FALSE,"Z4","","2022-12-22",2210203758,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2011,5.46500060840098,FALSE,"Z4","","2022-12-22",2225992094,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2012,5.17944525559686,FALSE,"Z4","","2022-12-22",2243776727,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1987,6.25497680483942,FALSE,"Z4","","2022-12-22",1735427884,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1988,7.59981868886159,FALSE,"Z4","","2022-12-22",1763555005,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2001,3.30310472531767,FALSE,"Z4","","2022-12-22",2066530023,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2002,4.37811810518988,FALSE,"Z4","","2022-12-22",2083969920,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2003,4.94661858778763,FALSE,"Z4","","2022-12-22",2100610344,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2005,5.89943640345389,FALSE,"Z4","","2022-12-22",2132517760,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2006,6.45317688254032,FALSE,"Z4","","2022-12-22",2148405823,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1966,8.6773992069642,FALSE,"Z4","","2022-12-22",1166227679,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1981,4.67381692662023,FALSE,"Z4","","2022-12-22",1580048609,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1982,4.15281191865463,FALSE,"Z4","","2022-12-22",1605925794,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1965,6.99305778809666,FALSE,"Z4","","2022-12-22",1136927045,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2015,4.71563211048156,FALSE,"Z4","","2022-12-22",2294507020,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1967,7.69620095317084,FALSE,"Z4","","2022-12-22",1194567141,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2013,5.24212178111463,FALSE,"Z4","","2022-12-22",2261274500,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2014,4.75850893773386,FALSE,"Z4","","2022-12-22",2278232287,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2019,3.98661620716271,FALSE,"Z4","","2022-12-22",2353862247,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2016,4.66967864196437,FALSE,"Z4","","2022-12-22",2310721864,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2017,5.05356173742197,FALSE,"Z4","","2022-12-22",2327134580,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2018,4.74887988487762,FALSE,"Z4","","2022-12-22",2341387076,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1969,11.5005946958013,FALSE,"Z4","","2022-12-22",1255933616,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",2000,5.3910523126347,FALSE,"Z4","","2022-12-22",2048148696,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1963,7.80514212273937,FALSE,"Z4","","2022-12-22",1085398906,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1964,10.5568517355512,FALSE,"Z4","","2022-12-22",1110819272,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1973,7.66115681306809,FALSE,"Z4","","2022-12-22",1384704173,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1971,5.31729554167559,FALSE,"Z4","","2022-12-22",1322732627,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1968,9.54198235247318,FALSE,"Z4","","2022-12-22",1224255729,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1970,5.38827384652978,FALSE,"Z4","","2022-12-22",1288490485,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"East Asia & Pacific","EAS","East Asia and Pacific",1972,7.21311349156552,FALSE,"Z4","","2022-12-22",1354211283,"Aggregates","","","","Aggregates","Aggregates",5.142874782552167
"Europe & Central Asia","ECS","Europe and Central Asia",2019,1.79018369838072,FALSE,"Z7","","2022-12-22",921179725,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1984,2.64571828659098,FALSE,"Z7","","2022-12-22",812373901,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2008,1.0266198240615,FALSE,"Z7","","2022-12-22",882357452,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2017,2.87169948671033,FALSE,"Z7","","2022-12-22",915855416,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2018,2.1781419667827,FALSE,"Z7","","2022-12-22",918782553,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2014,1.92351841106309,FALSE,"Z7","","2022-12-22",903601049,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2009,-4.43940754784305,TRUE,"Z7","","2022-12-22",885846236,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2016,1.93595817989325,FALSE,"Z7","","2022-12-22",912374705,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2013,0.849616032453568,FALSE,"Z7","","2022-12-22",899035925,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2003,1.79131603317875,FALSE,"Z7","","2022-12-22",867701442,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2004,3.17772914787034,FALSE,"Z7","","2022-12-22",870270838,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2005,2.66038801157231,FALSE,"Z7","","2022-12-22",872913705,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2002,1.58256622809634,FALSE,"Z7","","2022-12-22",865474170,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2007,3.64505577048205,FALSE,"Z7","","2022-12-22",878767025,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1983,1.97344413326847,FALSE,"Z7","","2022-12-22",807523838,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1995,2.13863850590621,FALSE,"Z7","","2022-12-22",856511549,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2006,3.83036192045667,FALSE,"Z7","","2022-12-22",875627934,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2011,2.32875439102571,FALSE,"Z7","","2022-12-22",891279641,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2012,0.351186296180074,FALSE,"Z7","","2022-12-22",894762079,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2015,2.08236005630904,FALSE,"Z7","","2022-12-22",908123143,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2001,2.19767942105096,FALSE,"Z7","","2022-12-22",863909133,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1975,-0.535688979401357,TRUE,"Z7","","2022-12-22",766169722,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1976,4.69107602742542,FALSE,"Z7","","2022-12-22",771592697,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1977,2.84709693916585,FALSE,"Z7","","2022-12-22",776918691,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1980,1.33621636198296,FALSE,"Z7","","2022-12-22",792890531,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1981,0.475548398481763,FALSE,"Z7","","2022-12-22",798088129,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1982,0.950090677397412,FALSE,"Z7","","2022-12-22",802876253,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1994,1.23388853417417,FALSE,"Z7","","2022-12-22",854892657,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1968,NA,NA,"Z7","","2022-12-22",725451120,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",2010,2.68511623219949,FALSE,"Z7","","2022-12-22",889222824,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1997,2.99955851414977,FALSE,"Z7","","2022-12-22",859711482,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1998,2.59104718804035,FALSE,"Z7","","2022-12-22",860876126,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1973,6.02258183940296,FALSE,"Z7","","2022-12-22",755000965,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1974,2.15926886005006,FALSE,"Z7","","2022-12-22",760680926,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1961,NA,NA,"Z7","","2022-12-22",673957844,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1962,NA,NA,"Z7","","2022-12-22",681809362,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1963,NA,NA,"Z7","","2022-12-22",689682704,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1964,NA,NA,"Z7","","2022-12-22",697559598,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1965,NA,NA,"Z7","","2022-12-22",705233118,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1966,NA,NA,"Z7","","2022-12-22",712077088,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1967,NA,NA,"Z7","","2022-12-22",718884137,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1992,-0.517387232731622,TRUE,"Z7","","2022-12-22",849816712,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1969,NA,NA,"Z7","","2022-12-22",731787358,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1970,NA,NA,"Z7","","2022-12-22",737398504,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1971,3.68266436251487,FALSE,"Z7","","2022-12-22",742959749,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1972,4.73989716982169,FALSE,"Z7","","2022-12-22",749086046,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1999,2.86993638706157,FALSE,"Z7","","2022-12-22",861848594,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1985,2.80399779634189,FALSE,"Z7","","2022-12-22",817313920,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1986,2.75654648776067,FALSE,"Z7","","2022-12-22",822429830,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1987,3.08772081918973,FALSE,"Z7","","2022-12-22",827666924,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1988,4.24955592959324,FALSE,"Z7","","2022-12-22",832965846,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
"Europe & Central Asia","ECS","Europe and Central Asia",1978,3.23001435038503,FALSE,"Z7","","2022-12-22",782220413,"Aggregates","","","","Aggregates","Aggregates",1.899653475099797
