"country","iso3c","region","gdp_2019","gdp_2020","gdp_2021","SP.POP.TOTL_2019","SP.POP.TOTL_2020","SP.POP.TOTL_2021","tourism_gdp_share_2019","tourism_gdp_share_2020","tourism_gdp_share_2021","tourism_2019","tourism_2020","tourism_2021","change_gdp","tourism"
"Kyrgyz Republic","KGZ","Europe & Central Asia",7920624102.90056,7255421236.2525,7516616400.757589,6456200,6579900,6579900,8.938689562868259,8.938689562868259,8.938689562868259,"5-10% GDP","5-10% GDP","5-10% GDP",-5.100705410259553,"5-10% GDP"
"Lao PDR","LAO","East Asia & Pacific",18491845636.2733,18584865505.7243,19049487143.367405,7212053,7319399,7319399,5.267186516468738,5.267186516468738,5.267186516468738,"5-10% GDP","5-10% GDP","5-10% GDP",3.0156076254511035,"5-10% GDP"
"Lebanon","LBN","Middle East & North Africa",46636950152.2218,36656689491.8247,34090721227.39697,5781907,5662923,5662923,18.691187934776902,18.691187934776902,18.691187934776902,">= 10% GDP",">= 10% GDP",">= 10% GDP",-26.90190692975048,">= 10% GDP"
"Luxembourg","LUX","Europe & Central Asia",66172102156.1277,65644422263.398,70165353624.67822,620001,630419,630419,9.45413519618808,9.45413519618808,9.45413519618808,"5-10% GDP","5-10% GDP","5-10% GDP",6.034645021747639,"5-10% GDP"
"Macao SAR, China","MAC","East Asia & Pacific",51073980038.8588,23373547288.5061,27578448445.708347,663653,676283,676283,77.75779363539762,77.75779363539762,77.75779363539762,">= 10% GDP",">= 10% GDP",">= 10% GDP",-46.00293843415818,">= 10% GDP"
"Madagascar","MDG","Sub-Saharan Africa",13186360351.4231,12245161250.7074,12783948345.738525,27533134,28225177,28225177,7.215789456999877,7.215789456999877,7.215789456999877,"5-10% GDP","5-10% GDP","5-10% GDP",-3.0517291728732787,"5-10% GDP"
"Malawi","MWI","Sub-Saharan Africa",7477443338.32433,7537262760.22512,7748306117.511423,18867337,19377061,19377061,0.6285570866061894,0.6285570866061894,0.6285570866061894,"< 5% GDP","< 5% GDP","< 5% GDP",3.622398284167971,"< 5% GDP"
"Malaysia","MYS","East Asia & Pacific",364601657599.112,344422938490.553,355100049583.7601,32804020,33199993,33199993,6.088562555140196,6.088562555140196,6.088562555140196,"5-10% GDP","5-10% GDP","5-10% GDP",-2.606024360371715,"5-10% GDP"
"Maldives","MDV","South Asia",5425046754.66318,3608046923.80234,5112602491.027916,504508,514438,514438,58.451109149876345,58.451109149876345,58.451109149876345,">= 10% GDP",">= 10% GDP",">= 10% GDP",-5.759291629453668,">= 10% GDP"
"Mali","MLI","Sub-Saharan Africa",16028741076.2588,15830713922.9713,16321466054.583408,20567424,21224040,21224040,1.509705162211575,1.509705162211575,1.509705162211575,"< 5% GDP","< 5% GDP","< 5% GDP",1.8262505890633023,"< 5% GDP"
"Marshall Islands","MHL","East Asia & Pacific",222953300,218847400,221254721.39999998,44728,43413,43413,9.992532943044552,9.992532943044552,9.992532943044552,"5-10% GDP","5-10% GDP","5-10% GDP",-0.7618539846685489,"5-10% GDP"
"Mauritania","MRT","Sub-Saharan Africa",7321146741.39669,7252436596.82511,7426495075.148913,4383849,4498604,4498604,0.18712915454261725,0.18712915454261725,0.18712915454261725,"< 5% GDP","< 5% GDP","< 5% GDP",1.438959461863282,"< 5% GDP"
"Mauritius","MUS","Sub-Saharan Africa",13871352306.2624,11846495742.3929,12272969589.119045,1265711,1265740,1265740,14.591223373991008,14.591223373991008,14.591223373991008,">= 10% GDP",">= 10% GDP",">= 10% GDP",-11.522904774192376,">= 10% GDP"
"Mexico","MEX","Latin America & Caribbean",1252567178093.5,1152513209905.93,1206681330771.5085,125085311,125998302,125998302,2.0635220571036395,2.0635220571036395,2.0635220571036395,"< 5% GDP","< 5% GDP","< 5% GDP",-3.6633442201346127,"< 5% GDP"
"Moldova","MDA","Europe & Central Asia",9155470178.1362,8479779801.96162,9658469194.434286,2664224,2635130,2635130,5.810733797926044,5.810733797926044,5.810733797926044,"5-10% GDP","5-10% GDP","5-10% GDP",5.493972526930155,"5-10% GDP"
"Mongolia","MNG","East Asia & Pacific",14174566299.8985,13528524724.6473,13744981120.241657,3232430,3294335,3294335,4.268208192051225,4.268208192051225,4.268208192051225,"< 5% GDP","< 5% GDP","< 5% GDP",-3.030676004950637,"< 5% GDP"
"Montenegro","MNE","Europe & Central Asia",4779756374.90249,4048124144.75079,4574380283.568393,622028,621306,621306,26.695921296324048,26.695921296324048,26.695921296324048,">= 10% GDP",">= 10% GDP",">= 10% GDP",-4.2967899454558856,">= 10% GDP"
"Morocco","MAR","Middle East & North Africa",123652552826.24,114765545450.071,123832023540.6266,36304408,36688772,36688772,8.097689672505625,8.097689672505625,8.097689672505625,"5-10% GDP","5-10% GDP","5-10% GDP",0.1451411315695147,"5-10% GDP"
"Mozambique","MOZ","Sub-Saharan Africa",18183590595.087,17959222232.3238,18372284343.667244,30285595,31178239,31178239,1.7818263027080092,1.7818263027080092,1.7818263027080092,"< 5% GDP","< 5% GDP","< 5% GDP",1.0377144579532331,"< 5% GDP"
"Myanmar","MMR","East Asia & Pacific",83686990310.177,86343026585.1156,70801281799.7948,53040212,53423198,53423198,2.988517081006626,2.988517081006626,2.988517081006626,"< 5% GDP","< 5% GDP","< 5% GDP",-15.3975049916632,"< 5% GDP"
"Namibia","NAM","Sub-Saharan Africa",11246310041.4838,10342532537.5003,10621780916.012806,2446644,2489098,2489098,4.010204221085981,4.010204221085981,4.010204221085981,"< 5% GDP","< 5% GDP","< 5% GDP",-5.553191430498716,"< 5% GDP"
"Nepal","NPL","South Asia",30605291409.2316,29880062111.1893,31135024719.859253,28832496,29348627,29348627,2.6237293063570952,2.6237293063570952,2.6237293063570952,"< 5% GDP","< 5% GDP","< 5% GDP",1.730855307157329,"< 5% GDP"
"Netherlands","NLD","Europe & Central Asia",840250428566.882,807597591789.77,846935670485.8497,17344874,17441500,17441500,3.136626737628743,3.136626737628743,3.136626737628743,"< 5% GDP","< 5% GDP","< 5% GDP",0.7956249341485035,"< 5% GDP"
"New Caledonia","NCL","East Asia & Pacific",NA,NA,NA,271230,271130,271130,2.8152232231209737,2.8152232231209737,2.8152232231209737,"< 5% GDP","< 5% GDP","< 5% GDP",NA,"< 5% GDP"
"Niger","NER","Sub-Saharan Africa",12212118177.9725,12645676156.6119,12822715622.804466,23443393,24333639,24333639,0.9889618710178416,0.9889618710178416,0.9889618710178416,"< 5% GDP","< 5% GDP","< 5% GDP",4.9999306912483545,"< 5% GDP"
"Nigeria","NGA","Sub-Saharan Africa",509371830634.38,500232410862.672,518240777653.7282,203304492,208327405,208327405,0.28878707292627326,0.28878707292627326,0.28878707292627326,"< 5% GDP","< 5% GDP","< 5% GDP",1.7411538067000434,"< 5% GDP"
"North Macedonia","MKD","Europe & Central Asia",11185489898.549,10501957282.7753,10911533616.803535,2076694,2072531,2072531,3.5850016730337253,3.5850016730337253,3.5850016730337253,"< 5% GDP","< 5% GDP","< 5% GDP",-2.449211292757078,"< 5% GDP"
"Norway","NOR","Europe & Central Asia",406468037614.963,403552919293.169,419214808090.9369,5347896,5379475,5379475,1.704685081921169,1.704685081921169,1.704685081921169,"< 5% GDP","< 5% GDP","< 5% GDP",3.135983471361793,"< 5% GDP"
"Oman","OMN","Middle East & North Africa",83053590626.7187,80246616464.6549,82734261575.0592,4602768,4543399,4543399,3.8445056690574892,3.8445056690574892,3.8445056690574892,"< 5% GDP","< 5% GDP","< 5% GDP",-0.3844855463199812,"< 5% GDP"
"Pakistan","PAK","South Asia",324411993155.507,320278700685.871,338534586624.9656,223293280,227196741,227196741,0.2922210090875327,0.2922210090875327,0.2922210090875327,"< 5% GDP","< 5% GDP","< 5% GDP",4.35328957233985,"< 5% GDP"
"Palau","PLW","East Asia & Pacific",270150149.61591,245547016.592446,203558476.7551377,17916,17972,17972,45.759937840604586,45.759937840604586,45.759937840604586,">= 10% GDP",">= 10% GDP",">= 10% GDP",-24.649874506991758,">= 10% GDP"
"Panama","PAN","Latin America & Caribbean",64006538283.0627,52520633092.8844,60556289956.09571,4232532,4294396,4294396,11.01762443207476,11.01762443207476,11.01762443207476,">= 10% GDP",">= 10% GDP",">= 10% GDP",-5.390462317628551,">= 10% GDP"
"Papua New Guinea","PNG","East Asia & Pacific",24719859155.8516,23936886990.1421,23960823877.13224,9542486,9749640,9749640,0.017878427977420536,0.017878427977420536,0.017878427977420536,"< 5% GDP","< 5% GDP","< 5% GDP",-3.070548557473007,"< 5% GDP"
"Paraguay","PRY","Latin America & Caribbean",40677000526.59,40343536418.7875,41997621411.95779,6530026,6618695,6618695,1.0054822005192894,1.0054822005192894,1.0054822005192894,"< 5% GDP","< 5% GDP","< 5% GDP",3.246603407998381,"< 5% GDP"
"Peru","PER","Latin America & Caribbean",215020178954.302,191469666109.311,216935131701.84937,32824861,33304756,33304756,2.224907459042129,2.224907459042129,2.224907459042129,"< 5% GDP","< 5% GDP","< 5% GDP",0.8905921094756163,"< 5% GDP"
"Philippines","PHL","East Asia & Pacific",396224787544.859,358510944430.631,378946068263.17694,110380804,112190977,112190977,2.897597616529775,2.897597616529775,2.897597616529775,"< 5% GDP","< 5% GDP","< 5% GDP",-4.3608375409188245,"< 5% GDP"
"Poland","POL","Europe & Central Asia",571503117124.287,559958349913.782,598035517707.9192,37965475,37899070,37899070,2.7492413478093156,2.7492413478093156,2.7492413478093156,"< 5% GDP","< 5% GDP","< 5% GDP",4.64256445654033,"< 5% GDP"
"Portugal","PRT","Europe & Central Asia",222362381347.62,203905156212.017,213863884041.4119,10286263,10297081,10297081,11.124183798576123,11.124183798576123,11.124183798576123,">= 10% GDP",">= 10% GDP",">= 10% GDP",-3.8219132457132505,">= 10% GDP"
"Puerto Rico","PRI","Latin America & Caribbean",96389748847.4129,92193492135.2885,94682716422.94128,3193694,3281538,3281538,3.747286452336208,3.747286452336208,3.747286452336208,"< 5% GDP","< 5% GDP","< 5% GDP",-1.7709688477079535,"< 5% GDP"
"Qatar","QAT","Middle East & North Africa",167515127897.187,161416823761.21,163838076117.6281,2807235,2760385,2760385,9.340648929094572,9.340648929094572,9.340648929094572,"5-10% GDP","5-10% GDP","5-10% GDP",-2.1950565454695545,"5-10% GDP"
"Romania","ROU","Europe & Central Asia",217985143290.59,209968716122.827,220677120645.09116,19371648,19265250,19265250,1.9450866861819902,1.9450866861819902,1.9450866861819902,"< 5% GDP","< 5% GDP","< 5% GDP",1.2349361584300993,"< 5% GDP"
"Russian Federation","RUS","Europe & Central Asia",1461550117893.8,1422617966849.71,1490178094095.4028,144406261,144073139,144073139,1.2089903578170658,1.2089903578170658,1.2089903578170658,"< 5% GDP","< 5% GDP","< 5% GDP",1.958740644683316,"< 5% GDP"
"Rwanda","RWA","Sub-Saharan Africa",11182897052.4341,10807279943.5566,11985273457.40427,12835028,13146362,13146362,5.686361924091829,5.686361924091829,5.686361924091829,"5-10% GDP","5-10% GDP","5-10% GDP",7.17503166852031,"5-10% GDP"
"Samoa","WSM","East Asia & Pacific",936905242.512551,907782067.617315,843329540.8164858,211905,214929,214929,22.104690058581422,22.104690058581422,22.104690058581422,">= 10% GDP",">= 10% GDP",">= 10% GDP",-9.987744485783644,">= 10% GDP"
"Saudi Arabia","SAU","Middle East & North Africa",679127221024.061,651027175187.614,671860044793.6177,35827362,35997107,35997107,2.922721897389055,2.922721897389055,2.922721897389055,"< 5% GDP","< 5% GDP","< 5% GDP",-1.0700758275430529,"< 5% GDP"
"Senegal","SEN","Sub-Saharan Africa",22560634243.807,22859676610.5224,24254116883.764263,16000781,16436120,16436120,2.582808187952477,2.582808187952477,2.582808187952477,"< 5% GDP","< 5% GDP","< 5% GDP",7.506360954467106,"< 5% GDP"
"Serbia","SRB","Europe & Central Asia",45615675379.6018,45203666159.9796,48543765052.54049,6945235,6899126,6899126,4.384457718441127,4.384457718441127,4.384457718441127,"< 5% GDP","< 5% GDP","< 5% GDP",6.419042683401898,"< 5% GDP"
"Seychelles","SYC","Sub-Saharan Africa",1658847162.845,1531237483.84046,1652205245.0638564,97625,98462,98462,37.25478837604914,37.25478837604914,37.25478837604914,">= 10% GDP",">= 10% GDP",">= 10% GDP",-0.40039359441363287,">= 10% GDP"
"Slovak Republic","SVK","Europe & Central Asia",99497249378.8261,96139533846.4664,99043909163.96815,5454147,5458827,5458827,3.3699424063812846,3.3699424063812846,3.3699424063812846,"< 5% GDP","< 5% GDP","< 5% GDP",-0.4556309020482485,"< 5% GDP"
"Slovenia","SVN","Europe & Central Asia",50383106847.7508,48205866431.4746,52164050124.16298,2088385,2102419,2102419,6.430726889849668,6.430726889849668,6.430726889849668,"5-10% GDP","5-10% GDP","5-10% GDP",3.534802412629865,"5-10% GDP"
"Solomon Islands","SLB","East Asia & Pacific",1487671295.93988,1437357546.29561,1434482831.2030187,674993,691191,691191,5.511970300414656,5.511970300414656,5.511970300414656,"5-10% GDP","5-10% GDP","5-10% GDP",-3.575283389685748,"5-10% GDP"
"South Africa","ZAF","Sub-Saharan Africa",359517584766.516,336715285679.696,353214334678.00104,58087055,58801927,58801927,2.5211562338144033,2.5211562338144033,2.5211562338144033,"< 5% GDP","< 5% GDP","< 5% GDP",-1.7532522345488377,"< 5% GDP"
"South Sudan","SSD","Sub-Saharan Africa",NA,NA,NA,10447666,10606227,10606227,0.18336693898881593,0.18336693898881593,0.18336693898881593,"< 5% GDP","< 5% GDP","< 5% GDP",NA,"< 5% GDP"
"Sri Lanka","LKA","South Asia",97207255119.9093,93831930692.5154,96928384405.3684,21803000,21919000,21919000,4.796967051737023,4.796967051737023,4.796967051737023,"< 5% GDP","< 5% GDP","< 5% GDP",-0.2868826140568519,"< 5% GDP"
"St. Vincent and the Grenadines","VCT","Latin America & Caribbean",861758094.940052,815975935.995509,821687767.5474775,104924,104632,104632,28.07907073554612,28.07907073554612,28.07907073554612,">= 10% GDP",">= 10% GDP",">= 10% GDP",-4.649834753842612,">= 10% GDP"
"Suriname","SUR","Latin America & Caribbean",5256277414.40017,4416576774.46583,4297329201.555252,600301,607065,607065,1.2175917470540027,1.2175917470540027,1.2175917470540027,"< 5% GDP","< 5% GDP","< 5% GDP",-18.243866090814965,"< 5% GDP"
"Switzerland","CHE","Europe & Central Asia",747109782866.389,729361717205.744,760213717843.547,8575280,8638167,8638167,2.8452311142874622,2.8452311142874622,2.8452311142874622,"< 5% GDP","< 5% GDP","< 5% GDP",1.75395039359315,"< 5% GDP"
"Tajikistan","TJK","Europe & Central Asia",10943642459.5202,11425168167.0003,12476283638.364328,9337003,9543207,9543207,1.6365666245263302,1.6365666245263302,1.6365666245263302,"< 5% GDP","< 5% GDP","< 5% GDP",14.004854275103236,"< 5% GDP"
"Tanzania","TZA","Sub-Saharan Africa",60318549818.4759,61522715270.8575,64168192027.504364,59872579,61704518,61704518,4.351066144491593,4.351066144491593,4.351066144491593,"< 5% GDP","< 5% GDP","< 5% GDP",6.382186277046898,"< 5% GDP"
"Thailand","THA","East Asia & Pacific",460380173807.403,431857370046.306,438335230597.00055,71307763,71475664,71475664,14.136577485898997,14.136577485898997,14.136577485898997,">= 10% GDP",">= 10% GDP",">= 10% GDP",-4.7884214969745464,">= 10% GDP"
"Togo","TGO","Sub-Saharan Africa",5098275352.1552,5187639195.4239,5462584072.781366,8243094,8442580,8442580,5.56437557999215,5.56437557999215,5.56437557999215,"5-10% GDP","5-10% GDP","5-10% GDP",7.1457246904516785,"5-10% GDP"
"Tonga","TON","East Asia & Pacific",485763747.278785,488137409.112216,474957699.06618613,104951,105254,105254,11.754685342385113,11.754685342385113,11.754685342385113,">= 10% GDP",">= 10% GDP",">= 10% GDP",-2.2245481004158085,">= 10% GDP"
"Trinidad and Tobago","TTO","Latin America & Caribbean",23675479644.8944,21857597913.9171,21703720424.603123,1519955,1518147,1518147,2.0443091639935336,2.0443091639935336,2.0443091639935336,"< 5% GDP","< 5% GDP","< 5% GDP",-8.328275709153319,"< 5% GDP"
"Tunisia","TUN","Middle East & North Africa",49286916456.1437,45037824611.1901,47019488894.082466,12049314,12161723,12161723,5.443635335530429,5.443635335530429,5.443635335530429,"5-10% GDP","5-10% GDP","5-10% GDP",-4.600465448226665,"5-10% GDP"
"Turkiye","TUR","Europe & Central Asia",996389402328.711,1015719678024.54,1131511721319.3376,83481684,84135428,84135428,4.250346290418356,4.250346290418356,4.250346290418356,"< 5% GDP","< 5% GDP","< 5% GDP",13.561195921476635,"< 5% GDP"
"Uganda","UGA","Sub-Saharan Africa",39600047203.8812,40768765939.9636,42195672747.86232,42949080,44404611,44404611,3.0454509152246665,3.0454509152246665,3.0454509152246665,"< 5% GDP","< 5% GDP","< 5% GDP",6.554602146349764,"< 5% GDP"
"Ukraine","UKR","Europe & Central Asia",101944109453.288,98118346734.0677,101454370523.026,44386203,44132049,44132049,2.542569662828518,2.542569662828518,2.542569662828518,"< 5% GDP","< 5% GDP","< 5% GDP",-0.48039943934808477,"< 5% GDP"
"United Arab Emirates","ARE","Middle East & North Africa",403336245487.99,383342656303.629,398293019899.4705,9211657,9287289,9287289,9.523889913123073,9.523889913123073,9.523889913123073,"5-10% GDP","5-10% GDP","5-10% GDP",-1.2503774815520865,"5-10% GDP"
"United States","USA","North America",19928975197000,19377380521000,20520645971739,328329953,331501080,331501080,1.1714651540895287,1.1714651540895287,1.1714651540895287,"< 5% GDP","< 5% GDP","< 5% GDP",2.968897140421284,"< 5% GDP"
"Uruguay","URY","Latin America & Caribbean",55513344382.0673,52115108173.4899,54408172933.12346,3428409,3429086,3429086,3.7864769694528033,3.7864769694528033,3.7864769694528033,"< 5% GDP","< 5% GDP","< 5% GDP",-1.9908212363095315,"< 5% GDP"
"Uzbekistan","UZB","Europe & Central Asia",106161435002.42,108163900036.816,116168028639.54039,33580350,34232050,34232050,1.581553602738816,1.581553602738816,1.581553602738816,"< 5% GDP","< 5% GDP","< 5% GDP",9.425827407939886,"< 5% GDP"
"Vanuatu","VUT","East Asia & Pacific",864199123.524555,817564741.897816,821652565.6073049,304404,311685,311685,38.82598937518253,38.82598937518253,38.82598937518253,">= 10% GDP",">= 10% GDP",">= 10% GDP",-4.923235485790346,">= 10% GDP"
"Vietnam","VNM","East Asia & Pacific",314947658367.676,323972206194.572,332395483555.6309,95776716,96648685,96648685,3.75617969706872,3.75617969706872,3.75617969706872,"< 5% GDP","< 5% GDP","< 5% GDP",5.539912656720237,"< 5% GDP"
"Virgin Islands (U.S.)","VIR","Latin America & Caribbean",3869214781.21665,3786142475.98719,NA,106669,106290,106290,27.78485083781037,27.78485083781037,27.78485083781037,">= 10% GDP",">= 10% GDP",">= 10% GDP",NA,">= 10% GDP"
"Zambia","ZMB","Sub-Saharan Africa",24089861649.0155,23418945736.8993,24262027783.427673,18380477,18927715,18927715,3.4039215830594514,3.4039215830594514,3.4039215830594514,"< 5% GDP","< 5% GDP","< 5% GDP",0.7146829521920907,"< 5% GDP"
"Zimbabwe","ZWE","Sub-Saharan Africa",20621078657.159,19009139115.6883,20111669184.398224,15354608,15669666,15669666,0.7536418259892862,0.7536418259892862,0.7536418259892862,"< 5% GDP","< 5% GDP","< 5% GDP",-2.4703337843286164,"< 5% GDP"
